file_path,scope,review_status,reviewer,related_audit_ids
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药一厂_成本汇总_2026年1-6月.csv,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药一厂_预算数据_2026年.csv,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药二厂_成本汇总_2025年1-6月.csv,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药二厂_成本汇总_2026年1-6月.csv,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/02_行业参考数据/药材市场价格行情_2026年上半年.csv,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/02_行业参考数据/行业成本基准数据_2026.csv,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/GMP法规核心摘要_2010修订版.pdf,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/产品配方文档_六味地黄胶囊.pdf,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/产品配方文档_板蓝根颗粒.pdf,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/产品配方文档_银黄口服液.pdf,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/生产工艺文档_中药一厂.pdf,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/药品生产质量管理规范GMP.pdf,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/车间设备清单_中药一厂.pdf,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/04_报告模板/月度成本分析报告模板.docx,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/04_报告模板/月度成本分析报告模板.md,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/Dockerfile,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/mock_rpa_server.py,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/requirements.txt,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/模拟RPA接口文档.md,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/README.md,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/问题检查报告.md,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/赛题要求_企业出题创灵境.md,赛题原始资料,关键件全读(DOCX/RPA/README/问题报告/CSV表头)+PDF文本层由知识链覆盖,主审,REQ来源
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_人工工时明细_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_制造费用明细_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_原材料消耗明细_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_成本汇总_2025年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_成本汇总_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_预算数据_2026年.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药二厂_成本汇总_2025年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药二厂_成本汇总_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/02_行业参考数据/药材市场价格行情_2026年上半年.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/02_行业参考数据/行业成本基准数据_2026.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_人工工时明细_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_制造费用明细_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_原材料消耗明细_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_成本汇总_2025年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_成本汇总_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_预算数据_2026年.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药二厂_成本汇总_2025年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药二厂_成本汇总_2026年1-6月.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/02_行业参考数据/药材市场价格行情_2026年上半年.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/02_行业参考数据/行业成本基准数据_2026.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/02_分析输出/产品月度成本指标.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/02_分析输出/成本波动阈值告警.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/01_数据/02_分析输出/推荐三场景指标.csv,运行数据-清洗,抽样+ingestion校验链覆盖,主审,AUD-ING
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/GMP法规核心摘要_2010修订版.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/产品配方文档_六味地黄胶囊.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/产品配方文档_板蓝根颗粒.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/产品配方文档_银黄口服液.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/生产工艺文档_中药一厂.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/药品生产质量管理规范GMP.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/车间设备清单_中药一厂.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/GMP法规核心摘要_2010修订版.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/产品配方文档_六味地黄胶囊.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/产品配方文档_板蓝根颗粒.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/产品配方文档_银黄口服液.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/生产工艺文档_中药一厂.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/药品生产质量管理规范GMP.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/车间设备清单_中药一厂.md,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/03_索引/chunks.jsonl,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/03_索引/corpus_build_summary.json,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/02_知识库/03_索引/document_manifest.csv,知识库中间产物,抽样(agent-rag),agent-rag,AUD-RAG
药衡智析_增量源码交接/public_source_candidate/05_原型/.env.example,其他,已列清单,主审,'-
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/NotoSansSC-Bold.ttf,静态资源,清单确认（字体/许可文件存在性）,agent-deploy,AUD-DEP
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/NotoSansSC-Regular.ttf,静态资源,清单确认（字体/许可文件存在性）,agent-deploy,AUD-DEP
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/OFL.txt,静态资源,清单确认（字体/许可文件存在性）,agent-deploy,AUD-DEP
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/manifest.json,静态资源,清单确认（字体/许可文件存在性）,agent-deploy,AUD-DEP
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/__init__.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/actions.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/api.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/attribution.py,后端源码,已读-亲读全文件,主审,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/config.py,后端源码,已读-亲读全文件,主审,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/context_services.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/dashboard.py,后端源码,已读-亲读全文件,主审,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/data_import.py,后端源码,已读-亲读关键段+子代理全文件,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/decision.py,后端源码,已读-亲读全文件,主审,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/docx_compat.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/forecasting.py,后端源码,已读-亲读全文件,主审,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/graph.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/import_pipeline.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/industry.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/industry_rules.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/ingestion.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/jobs.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/knowledge.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/local_validation.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/locks.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/metric_contract.py,后端源码,已读-亲读全文件,主审,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/metrics.py,后端源码,已读-亲读全文件,主审,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/model_registry.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/model_settings.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/narrative.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/reference_report.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/reports.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/reviews.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/revision.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/synthetic_rpa.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/vector_switch.py,后端源码,已读-子代理逐函数,主审+agent,AUD-CORE/AUD-IMP/AUD-REP/AUD-NAR/AUD-RAG/AUD-MDL/AUD-API/AUD-IND
