pharma\api.py	function	list_model_settings	549
pharma\api.py	function	model_presets	557
pharma\api.py	function	vector_model_status	563
pharma\api.py	function	vector_model_switch	568
pharma\api.py	FILE	574 lines	574
pharma\attribution.py	function	_d	34
pharma\attribution.py	function	_shift	42
pharma\attribution.py	function	_direction	48
pharma\attribution.py	function	_jsd	52
pharma\attribution.py	function	_shapley_two_factor	69
pharma\attribution.py	function	_cost_data	76
pharma\attribution.py	function	_material_units	83
pharma\attribution.py	function	_market_change	93
pharma\attribution.py	function	_select_attrs	105
pharma\attribution.py	function	localize	124
pharma\attribution.py	function	_unit_series	181
pharma\attribution.py	function	did	191
pharma\attribution.py	function	price_signal	222
pharma\attribution.py	function	rank	245
pharma\attribution.py	function	analyze_attribution	272
pharma\attribution.py	FILE	294 lines	294
pharma\config.py	FILE	42 lines	42
pharma\context_services.py	class	EventPurpose	12
pharma\context_services.py	class	RetrievalPolicy	20
pharma\context_services.py	function	retrieval_policy	27
pharma\context_services.py	function	_graph_enabled	41
pharma\context_services.py	function	_policy_version	45
pharma\context_services.py	function	retrieval_policy_version	51
pharma\context_services.py	function	_matching_event	55
pharma\context_services.py	function	retrieve	63
pharma\context_services.py	FILE	123 lines	123
pharma\dashboard.py	function	_grid_cache_get	16
pharma\dashboard.py	function	_grid_cache_put	21
pharma\dashboard.py	function	_number	28
pharma\dashboard.py	function	focus_analysis	36
pharma\dashboard.py	function	product_month_grid	85
pharma\dashboard.py	FILE	132 lines	132
pharma\data_import.py	function	_now	71
pharma\data_import.py	function	detect_encoding	75
pharma\data_import.py	function	normalize_period	87
pharma\data_import.py	function	parse_number	100
pharma\data_import.py	function	_connect	111
pharma\data_import.py	function	_row	121
pharma\data_import.py	function	_save	131
pharma\data_import.py	function	_folder	139
pharma\data_import.py	function	create_upload	147
pharma\data_import.py	function	_read_table	185
pharma\data_import.py	function	_build_preview	203
pharma\data_import.py	function	suggest_mapping	223
pharma\data_import.py	function	save_mapping	234
pharma\data_import.py	function	validate_business	245
pharma\data_import.py	function	_capabilities	346
pharma\data_import.py	function	publish_business	367
pharma\data_import.py	function	publish_knowledge	470
pharma\data_import.py	function	check_template	508
pharma\data_import.py	function	preview_original	540
pharma\data_import.py	function	original_path	574
pharma\data_import.py	function	waiting_imports	581
pharma\data_import.py	function	mark_import_status	586
pharma\data_import.py	function	publish_business_batch	593
pharma\data_import.py	function	write_knowledge_source	741
pharma\data_import.py	function	get_import	755
pharma\data_import.py	function	list_imports	759
pharma\data_import.py	FILE	765 lines	765
pharma\decision.py	function	_matching_report_jobs	23
pharma\decision.py	function	evaluate	41
pharma\decision.py	function	_rationale	97
pharma\decision.py	function	advise	107
pharma\decision.py	function	_default_gateway_factory	150
pharma\decision.py	class	DecisionStore	155
pharma\decision.py	method	DecisionStore.__init__	158
pharma\decision.py	method	DecisionStore._db	169
pharma\decision.py	method	DecisionStore.get	179
pharma\decision.py	method	DecisionStore.append	184
pharma\decision.py	method	DecisionStore.bind_job	196
pharma\decision.py	method	DecisionStore.list	200
pharma\decision.py	FILE	209 lines	209
pharma\docx_compat.py	function	validate_word_compat	20
pharma\docx_compat.py	FILE	60 lines	60
pharma\forecasting.py	function	_next_month	29
pharma\forecasting.py	function	_ols_init	36
pharma\forecasting.py	function	_holt	51
pharma\forecasting.py	function	_rolling_holdout	71
pharma\forecasting.py	function	forecast_series	87
pharma\forecasting.py	function	_to_float	149
pharma\forecasting.py	function	forecast_snapshot	157
pharma\forecasting.py	FILE	186 lines	186
pharma\graph.py	function	normalize_entity	23
pharma\graph.py	function	_is_material	35
pharma\graph.py	function	_clean_step	40
pharma\graph.py	class	KnowledgeGraph	52
pharma\graph.py	method	KnowledgeGraph.__init__	55
pharma\graph.py	method	KnowledgeGraph.version_key	62
pharma\graph.py	method	KnowledgeGraph.load	66
pharma\graph.py	method	KnowledgeGraph._chunks	90
pharma\graph.py	method	KnowledgeGraph._build	96
pharma\graph.py	method	KnowledgeGraph.expansion_terms	185
pharma\graph.py	function	graph_for_context	219
pharma\graph.py	FILE	226 lines	226
pharma\import_pipeline.py	class	StepFailure	57
pharma\import_pipeline.py	method	StepFailure.__init__	60
pharma\import_pipeline.py	function	_parse_json_object	66
pharma\import_pipeline.py	function	_fail	80
pharma\import_pipeline.py	function	_extraction_mapping	92
pharma\import_pipeline.py	function	_mapping_for	130
pharma\import_pipeline.py	function	_options_for	159
pharma\import_pipeline.py	function	_attribution_overview	173
pharma\import_pipeline.py	function	_analysis_hypotheses	212
pharma\import_pipeline.py	function	run_data_parse	241
pharma\import_pipeline.py	function	run_kb_build	326
pharma\import_pipeline.py	function	_template_binding_analysis	388
pharma\import_pipeline.py	function	run_template_parse	411
pharma\import_pipeline.py	FILE	459 lines	459
pharma\industry.py	function	digest	30
pharma\industry.py	class	Contract	34
pharma\industry.py	class	AnalysisContext	38
pharma\industry.py	method	AnalysisContext.context_hash	51
pharma\industry.py	class	FactScope	55
pharma\industry.py	class	CostFact	73
pharma\industry.py	method	CostFact.finite	83
pharma\industry.py	class	QuantityFact	88
pharma\industry.py	method	QuantityFact.finite	94
pharma\industry.py	class	OptionalFact	99
pharma\industry.py	method	OptionalFact.finite	110
pharma\industry.py	class	NormalizedDataset	115
pharma\industry.py	class	PackManifest	121
pharma\industry.py	function	_production_key	139
pharma\industry.py	function	_optional_ratio	144
pharma\industry.py	function	_machine_hours	183
pharma\industry.py	function	_energy	189
pharma\industry.py	function	load_pack	198
pharma\industry.py	function	list_packs	212
pharma\industry.py	class	ProductConfig	216
pharma\industry.py	class	EnterpriseConfig	222
pharma\industry.py	method	EnterpriseConfig.local_file	237
pharma\industry.py	function	_load_enterprise_file	242
pharma\industry.py	function	_registered	250
pharma\industry.py	function	_enterprises	258
pharma\industry.py	function	_enterprise	270
pharma\industry.py	function	_read_dataset	278
pharma\industry.py	function	register_enterprise	294
pharma\industry.py	function	knowledge_entry_for_context	324
pharma\industry.py	function	resolve_context	331
pharma\industry.py	function	generation_key	362
pharma\industry.py	class	UnitConversion	367
pharma\industry.py	function	convert_quantity	376
pharma\industry.py	function	_check_scope	389
pharma\industry.py	function	aggregate	398
pharma\industry.py	class	PolicyBridge	446
pharma\industry.py	class	ComparisonAlignment	459
pharma\industry.py	function	_align_base	464
pharma\industry.py	function	compare	493
pharma\industry.py	function	publish_snapshot	513
pharma\industry.py	function	load_snapshot	532
pharma\industry.py	function	import_csv	541
pharma\industry.py	function	capabilities	549
pharma\industry.py	function	_competition_available	573
pharma\industry.py	function	context_catalog	583
pharma\industry.py	function	catalog	611
pharma\industry.py	function	retrieve_reference	624
pharma\industry.py	function	analyze_reference	630
pharma\industry.py	function	benchmark_reference	743
pharma\industry.py	FILE	795 lines	795
pharma\industry_rules.py	function	pharmaceutical_rules	8
pharma\industry_rules.py	FILE	15 lines	15
pharma\ingestion.py	function	_competition_configuration	21
pharma\ingestion.py	function	source_contract	25
pharma\ingestion.py	function	source_contract_hash	59
pharma\ingestion.py	function	_hash	68
pharma\ingestion.py	function	inspect_zip	72
pharma\ingestion.py	function	_kind	96
pharma\ingestion.py	function	_read	105
pharma\ingestion.py	function	audit	130
pharma\ingestion.py	function	ingest	245
pharma\ingestion.py	function	load_rows	295
pharma\ingestion.py	FILE	307 lines	307
pharma\jobs.py	function	stamp	10
pharma\jobs.py	class	JobStore	12
pharma\jobs.py	method	JobStore.__init__	13
pharma\jobs.py	method	JobStore.db	27
pharma\jobs.py	method	JobStore.snapshot	32
pharma\jobs.py	method	JobStore.get_snapshot	35
pharma\jobs.py	method	JobStore.enqueue	39
pharma\jobs.py	method	JobStore._decode	68
pharma\jobs.py	method	JobStore.get	73
pharma\jobs.py	method	JobStore.list	75
pharma\jobs.py	method	JobStore.list_jobs	77
pharma\jobs.py	method	JobStore.list_reports	86
pharma\jobs.py	method	JobStore.latest_report_for_snapshot	89
pharma\jobs.py	method	JobStore.artifacts_healthy	93
pharma\jobs.py	method	JobStore.next	102
pharma\jobs.py	method	JobStore.update	106
pharma\jobs.py	method	JobStore.history	120
pharma\jobs.py	method	JobStore.artifact	122
pharma\jobs.py	method	JobStore.artifact_path	127
pharma\jobs.py	FILE	138 lines	138
pharma\knowledge.py	function	_string_list	21
pharma\knowledge.py	function	pharmaceutical_terminology	27
pharma\knowledge.py	function	terminology_hash	50
pharma\knowledge.py	function	_term_tokenizer	55
pharma\knowledge.py	function	source_snapshot	62
pharma\knowledge.py	function	reciprocal_rank_fusion	68
pharma\knowledge.py	function	tokenize	76
pharma\knowledge.py	class	CpuEmbedding	81
pharma\knowledge.py	method	CpuEmbedding.__init__	82
pharma\knowledge.py	method	CpuEmbedding.encode	92
pharma\knowledge.py	function	parse_document	108
pharma\knowledge.py	function	section_blocks	143
pharma\knowledge.py	class	Knowledge	189
pharma\knowledge.py	method	Knowledge.__init__	190
pharma\knowledge.py	method	Knowledge.version	234
pharma\knowledge.py	method	Knowledge.status	238
pharma\knowledge.py	method	Knowledge._model	244
pharma\knowledge.py	method	Knowledge.build	249
pharma\knowledge.py	method	Knowledge._build	254
pharma\knowledge.py	method	Knowledge.product_matches	366
pharma\knowledge.py	method	Knowledge.evidence_applicability	376
pharma\knowledge.py	method	Knowledge.search	397
pharma\knowledge.py	FILE	460 lines	460
pharma\local_validation.py	function	require_loopback	7
pharma\local_validation.py	class	NoRedirect	21
pharma\local_validation.py	method	NoRedirect.redirect_request	22
pharma\local_validation.py	function	local_opener	25
pharma\local_validation.py	function	require_simulation	27
pharma\local_validation.py	FILE	30 lines	30
pharma\locks.py	function	exclusive	12
pharma\locks.py	function	try_exclusive	30
pharma\locks.py	FILE	45 lines	45
pharma\metric_contract.py	function	validate_snapshot	19
pharma\metric_contract.py	FILE	53 lines	53
pharma\metrics.py	function	contribution	19
pharma\metrics.py	function	threshold_alert	25
pharma\metrics.py	function	_decimal	30
pharma\metrics.py	function	_text	34
pharma\metrics.py	function	change	38
pharma\metrics.py	function	_months	49
pharma\metrics.py	function	_shift	63
pharma\metrics.py	function	_aggregate	69
pharma\metrics.py	function	_metric	81
pharma\metrics.py	function	catalog	88
pharma\metrics.py	function	analyze	95
pharma\metrics.py	function	benchmark_partner	292
pharma\metrics.py	function	_benchmark_factories	323
pharma\metrics.py	function	benchmark	329
pharma\metrics.py	function	benchmark_analysis	364
pharma\metrics.py	FILE	380 lines	380
pharma\model_registry.py	function	_v	39
pharma\model_registry.py	function	classify_tier	124
pharma\model_registry.py	function	tier_error	141
pharma\model_registry.py	function	effort_body_params	153
pharma\model_registry.py	function	presets_payload	183
pharma\model_registry.py	FILE	187 lines	187
pharma\model_settings.py	function	canonical_route	36
pharma\model_settings.py	function	_load	43
pharma\model_settings.py	function	_migrated	53
pharma\model_settings.py	function	_loopback_host	65
pharma\model_settings.py	function	_validate_base_url	75
pharma\model_settings.py	function	_sanitize_overrides	85
pharma\model_settings.py	function	_validate_connection	107
pharma\model_settings.py	function	save_settings	128
pharma\model_settings.py	function	resolve	164
pharma\model_settings.py	function	status	175
pharma\model_settings.py	function	test_connection	220
pharma\model_settings.py	function	list_remote_models	253
pharma\model_settings.py	function	embedding_dir	281
pharma\model_settings.py	function	embedding_fingerprint	293
pharma\model_settings.py	function	set_vector_model	310
pharma\model_settings.py	function	clear_vector_model	321
pharma\model_settings.py	function	_probe_dimension_cached	327
pharma\model_settings.py	function	vector_status	363
pharma\model_settings.py	FILE	391 lines	391
pharma\narrative.py	function	classify_identity	36
pharma\narrative.py	function	_quota_exhausted	48
pharma\narrative.py	function	_official_zhipu_endpoint	57
pharma\narrative.py	function	_safe_endpoint	64
pharma\narrative.py	function	normalize_finding	70
pharma\narrative.py	function	required_alerts	95
pharma\narrative.py	function	comparable_benchmark	108
pharma\narrative.py	function	benchmark_metric_refs	115
pharma\narrative.py	function	compile_benchmark_scope	127
pharma\narrative.py	function	required_explanation_sections	134
pharma\narrative.py	function	_metric_role_validation	143
pharma\narrative.py	function	compile_alert_facts	183
pharma\narrative.py	function	render_visible_text	203
pharma\narrative.py	function	bound_periods	224
pharma\narrative.py	function	normalize_bound_dates	249
pharma\narrative.py	class	DeadlineProposal	257
pharma\narrative.py	function	parse_deadline_proposal	264
pharma\narrative.py	function	_specific_missing	275
pharma\narrative.py	function	_insufficient_contract	291
pharma\narrative.py	class	Finding	303
pharma\narrative.py	class	Generation	323
pharma\narrative.py	class	ProposedAction	328
pharma\narrative.py	class	TaskExplanation	339
pharma\narrative.py	function	explanation_tasks	350
pharma\narrative.py	function	compile_task_explanations	380
pharma\narrative.py	function	finding_role	417
pharma\narrative.py	function	metric_map	423
pharma\narrative.py	function	quote_matches_product	435
pharma\narrative.py	function	_rounded_metric_bindings	446
pharma\narrative.py	function	validate_findings	512
pharma\narrative.py	class	ModelGateway	660
pharma\narrative.py	method	ModelGateway.__init__	668
pharma\narrative.py	method	ModelGateway._headers	718
pharma\narrative.py	method	ModelGateway.for_route	722
pharma\narrative.py	method	ModelGateway.routes_status	778
pharma\narrative.py	method	ModelGateway.complete	790
pharma\narrative.py	method	ModelGateway._complete	797
pharma\narrative.py	function	rule_findings	881
pharma\narrative.py	function	generate	934
pharma\narrative.py	FILE	1099 lines	1099
pharma\reference_report.py	function	comparison_basis	11
pharma\reference_report.py	function	benchmark_unit_of	16
pharma\reference_report.py	function	verify	21
pharma\reference_report.py	function	render	115
pharma\reference_report.py	FILE	184 lines	184
pharma\reports.py	function	working_template	31
pharma\reports.py	function	installed_templates	44
pharma\reports.py	function	install_template	61
pharma\reports.py	function	_relayout_front_section	120
pharma\reports.py	function	replace_text_nodes	182
pharma\reports.py	function	binding_semantics	197
pharma\reports.py	function	normalize_template	221
pharma\reports.py	function	number	264
pharma\reports.py	function	_text	273
pharma\reports.py	function	rewrite_template_prose	282
pharma\reports.py	function	_all_paragraphs	305
pharma\reports.py	function	layout_text	309
pharma\reports.py	function	protect_number_units	314
pharma\reports.py	function	report_period_label	339
pharma\reports.py	function	benchmark_precision	345
pharma\reports.py	function	benchmark_labels	349
pharma\reports.py	function	build_bindings	365
pharma\reports.py	function	sanitize_template_identity	483
pharma\reports.py	function	insert_element_analysis	510
pharma\reports.py	function	explanation_presence	525
pharma\reports.py	function	render_docx	551
pharma\reports.py	function	verify_docx	792
pharma\reports.py	function	convert_pdf	834
pharma\reports.py	function	readable_source	926
pharma\reports.py	function	compact_working_template	933
pharma\reports.py	function	rebuild_report_footer	988
pharma\reports.py	function	keep_source_block	1014
pharma\reports.py	function	expand_soft_breaks	1027
pharma\reports.py	function	style_reader	1045
pharma\reports.py	function	_body_usable_emu	1072
pharma\reports.py	function	_fit_table_columns	1078
pharma\reports.py	function	_beautify_native_tables	1161
pharma\reports.py	function	_number_and_caption	1214
pharma\reports.py	function	_key_conclusion_lines	1277
pharma\reports.py	function	_set_east_asia	1321
pharma\reports.py	function	_ensure_outline_styles	1331
pharma\reports.py	function	_heading_level	1360
pharma\reports.py	function	_apply_outline_styles	1366
pharma\reports.py	function	_fix_reading_guide	1382
pharma\reports.py	function	_insert_native_toc	1402
pharma\reports.py	function	add_reader_summary	1462
pharma\reports.py	function	add_reader_charts	1523
pharma\reports.py	function	assess_report	1600
pharma\reports.py	FILE	1660 lines	1660
pharma\reviews.py	function	now	15
pharma\reviews.py	class	ReviewStore	18
pharma\reviews.py	method	ReviewStore.__init__	19
pharma\reviews.py	method	ReviewStore.db	29
pharma\reviews.py	method	ReviewStore._decode	36
pharma\reviews.py	method	ReviewStore.submit	39
pharma\reviews.py	method	ReviewStore.get	59
pharma\reviews.py	method	ReviewStore.list_for_job	65
pharma\reviews.py	method	ReviewStore.latest_valid	70
pharma\reviews.py	FILE	78 lines	78
pharma\revision.py	function	_trusted_git_root	8
pharma\revision.py	function	source_files	19
pharma\revision.py	function	code_revision	38
pharma\revision.py	function	revision_record	53
pharma\revision.py	FILE	56 lines	56
pharma\synthetic_rpa.py	class	Task	10
pharma\synthetic_rpa.py	function	connect	12
pharma\synthetic_rpa.py	function	health	15
pharma\synthetic_rpa.py	function	create	17
pharma\synthetic_rpa.py	function	get	25
pharma\synthetic_rpa.py	FILE	28 lines	28
pharma\vector_switch.py	class	SwitchFailure	24
pharma\vector_switch.py	method	SwitchFailure.__init__	25
pharma\vector_switch.py	function	_probe_local	31
pharma\vector_switch.py	function	_model_adaptation	68
pharma\vector_switch.py	function	run_vector_switch	97
pharma\vector_switch.py	FILE	155 lines	155
pharma\versions.py	function	soft_items	17
pharma\versions.py	function	hard_items	26
pharma\versions.py	FILE	34 lines	34
pharma\worker.py	function	process_job	8
pharma\worker.py	function	dispatch_loop	125
pharma\worker.py	function	main	137
pharma\worker.py	FILE	151 lines	151
