path	bytes	sha256	git_blob	proposed_action
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药一厂_成本汇总_2026年1-6月.csv	1779	08b6be09c9297d8df82b346cfa83507f34a278d7a000187960768d9bb4931c26	5a69790c44fe74e9073cf51e820f4ea8bd3ee473	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药一厂_预算数据_2026年.csv	1779	987526c99f4a98a2775830c110506460a6027eafcf9d6cf7a07a01eb74cef9aa	1e5a5ea4d22fa3c2a242c7e01263c970a95f3f15	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药二厂_成本汇总_2025年1-6月.csv	1779	37dfacdddb93cda4d1d0df4f42043b48bc27429121d58384dfec51d7bb42eb09	3dc5b7d5bc602616279ebafe65964fe0e65726a9	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/01_成本明细数据/中药二厂_成本汇总_2026年1-6月.csv	1781	8cb6f41faaa944f98060b0ae2e3fc989420cad0d0b03227dd160127567f3b240	88a29462d2a7ecdd723657412cd4e2ed55cc9549	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/02_行业参考数据/药材市场价格行情_2026年上半年.csv	1583	44210be6e6fdb89e0212e544f63cd5f8cfe72389716019c1ddffcc5032cdf94c	5aef6a26b7fd6a27abce78f8639b08745288f089	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/02_行业参考数据/行业成本基准数据_2026.csv	1378	31fa1383e2cf2c9d38da3eee3d5398b207c1806a6b67bb18e222f6eddf4154ed	411cc1a7fc03b926f54facf91cbedf1a4b78087a	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/GMP法规核心摘要_2010修订版.pdf	815792	2e599f526df282da063695de31a7007b97c7ff1ad16d7a97c91747f32534a048	8784417862f86a3747aada417cbf7151abf15b4d	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/产品配方文档_六味地黄胶囊.pdf	436675	281a6829ed15ce1df55d9c13f16fd5052e26276a6d30020520967657431eb4e7	c3dbee4183d86e30ebf81a664374cd21f7d1dda2	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/产品配方文档_板蓝根颗粒.pdf	386196	5f1dd55e4a388b190fc74c601f0589574bccbfa716a2025ea3e79857dd2eec47	6cb881331b2946475b242f2a87c8af50c5f3c10b	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/产品配方文档_银黄口服液.pdf	345398	834aa8a81c2938dfb9e6ec28b8743ea0e667c237e06a6609415d97fe3b85b5ad	c492385c261994693223e2dc0f6345824e0db52e	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/生产工艺文档_中药一厂.pdf	542078	aa7d48f697f2caa2bedf5b16e84a4d4765d3c92a52a619a7a93360764d7d8e00	61bf72f8fe08ed4da40f7a507310f075d6cde3f1	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/药品生产质量管理规范GMP.pdf	483607	871f86bfaa610bb0db8b84b0f45606019fe889ec437695baf150cbe696cfa102	285e64d709dcf5ee3b8b5c8e50bdf5e969a8cfc4	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/03_制药知识文档/车间设备清单_中药一厂.pdf	375424	1e3808fc86fece94d3736690f087c218b8e082e6defe869e68bbdfdcdce7e503	c0b768942b42f5abe5ddf7af76776b0effd04580	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/04_报告模板/月度成本分析报告模板.docx	35829	188cbf06bd08df87acb1d9b4f33a0a13074a971249f14a9b0f1ca15544c509d6	dd24657a056acbe46102b1358b804a215bea8946	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/04_报告模板/月度成本分析报告模板.md	6131	483b9159311f9ddba2bae6a9d900f0a4f9389bc44e8d47198e2208f64b20e18e	d24734e121c6b5af995f06164141bb0bffa9a500	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/Dockerfile	185	83d5da6eb23a6400c9fac4e1a44a65c9c7c10a5c77b35cec85be1db51aa652e4	6b2d2df9cf46171f03736c306f2628b35456e488	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/mock_rpa_server.py	8471	b6fce8123830cba27b27f167b7ee2c8cdb905d878a8dff65683aeadf676a5d1e	786b36d9cb471975c6088fb9796c5507b9d58ec1	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/requirements.txt	26	72b7dd981782e40c30a580b5bc5233a96ece788ba1e69d7686917830d40ee106	364e2ee48ed028108fe2a2dc80d0090a5f3c4247	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/05_RPA接口文档/模拟RPA接口文档.md	10167	3996d3c28ca62c44c84f3c74e715316a4a090f837602c03df817793f8c9d9b14	6e451405ec9844b60e5dd979bf18fd550fd30dfb	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/README.md	11058	082518cfe7044f2d1cad85eab2aac78671fe83b8daeed8d0ea19035ba207833c	5ef3356ce13fae9cc2954981d2dd936d9ca34114	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/模拟数据_V1.1_净化解压/创灵境_考题模拟数据/问题检查报告.md	3201	14551b4b2780d9891df8fd700bee98046c02efa68227242d53a6c4e8f7af4a2c	5b366f15e5059cc4e2ef343e891ce3e74ce31123	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/00_赛题原始资料/赛题要求_企业出题创灵境.md	13660	fd270e382464210f8bd64703d82d75e7d25ff2d7afa38c8b1c0599c7e0f761aa	0396cfab8f00efd5ea90c0d1919484596410b0b8	保留原样；不列删除候选
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_人工工时明细_2026年1-6月.csv	1565	cb4d519b474fe144dcbba64988039e60d5207c3bc44c5927e903bdf5ba4bf323	117fa32eb145d0dddf3a34182f7bf5eec9e0415d	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_制造费用明细_2026年1-6月.csv	8086	9fe8245f517e8cd787d58e9113f93d08521043975a4997dead3329e12caee90f	d191d81c920a3051c9e8c2ad9fd1b39126bc8037	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_原材料消耗明细_2026年1-6月.csv	10175	911cb2ac45043f027848df6ad7daea55c0f3d6b4d2a2397a783abfb1b71be8d5	49569b6f8464bcb15ee4e0605698e69f2b24b6d4	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_成本汇总_2025年1-6月.csv	1780	a0d573417032d3fa865af82567fc81e1cad151678fe4f4fd77464f259fc3d96b	54bd8bb4ef5ccc9f4503d114b9dc448090f3139e	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_成本汇总_2026年1-6月.csv	1779	08b6be09c9297d8df82b346cfa83507f34a278d7a000187960768d9bb4931c26	5a69790c44fe74e9073cf51e820f4ea8bd3ee473	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药一厂_预算数据_2026年.csv	1779	987526c99f4a98a2775830c110506460a6027eafcf9d6cf7a07a01eb74cef9aa	1e5a5ea4d22fa3c2a242c7e01263c970a95f3f15	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药二厂_成本汇总_2025年1-6月.csv	1779	37dfacdddb93cda4d1d0df4f42043b48bc27429121d58384dfec51d7bb42eb09	3dc5b7d5bc602616279ebafe65964fe0e65726a9	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/01_成本明细数据/中药二厂_成本汇总_2026年1-6月.csv	1781	8cb6f41faaa944f98060b0ae2e3fc989420cad0d0b03227dd160127567f3b240	88a29462d2a7ecdd723657412cd4e2ed55cc9549	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/02_行业参考数据/药材市场价格行情_2026年上半年.csv	1583	44210be6e6fdb89e0212e544f63cd5f8cfe72389716019c1ddffcc5032cdf94c	5aef6a26b7fd6a27abce78f8639b08745288f089	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/00_原始/02_行业参考数据/行业成本基准数据_2026.csv	1378	31fa1383e2cf2c9d38da3eee3d5398b207c1806a6b67bb18e222f6eddf4154ed	411cc1a7fc03b926f54facf91cbedf1a4b78087a	条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_人工工时明细_2026年1-6月.csv	1546	a1f2f1b0812a3a199c9362b73be9186e38ce1a7fbdf8ea41f13d539f71d15402	cbee60b8cea4c938fad7a06666411f2b02f8907f	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_制造费用明细_2026年1-6月.csv	7995	9fd9ccf6b8c6114d53675fca4933bef265872e2b1ccaa361904977bba4a3ff2c	7433677f9dbbaa2f7d73bd0f6f189dc054b86994	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_原材料消耗明细_2026年1-6月.csv	10066	4728d32d66ca1bbdf63341e65cd44daed68d04a3f0b7e4a01e9757f8adfa83f8	6d2d45f8fec9f6c83c7dde54c87c987d14c137a3	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_成本汇总_2025年1-6月.csv	1761	9fb6ecda35d15b734aabb9fa8948bfdb4c47d4f9009c892431d9e3858e6da9c9	ea1670da261f4a1db9c0ac089cc8dc0e4ecaac54	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_成本汇总_2026年1-6月.csv	1760	11b01bb840c6ee2eb49f498e826b83be7771d89694b210eb9e34960bc245ace3	646bdd5169363548441356097d6dc7baf72d90f2	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药一厂_预算数据_2026年.csv	1760	8432a52ef196df1d29b77542a472a9ebc81fa84291aeda69bb2bef0f177bc798	e0305fdb41a9ef3a4430375ce14f424027fd795c	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药二厂_成本汇总_2025年1-6月.csv	1760	9fd05d6759ffa2616e1df1d77126a5bc4f41a0bbacbf6a8fd20fcdd5835b17ae	c0a0d39a5f72b4f6a987a2c9e9ff111069fbb379	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/01_成本明细数据/中药二厂_成本汇总_2026年1-6月.csv	1762	d28f09dbe1c7bc18aa38c884e0d3eed22fe42b0363c3962345e08bc7c52f3589	f118eb5f2bec1e485a6d31d70622f0cc25e10579	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/02_行业参考数据/药材市场价格行情_2026年上半年.csv	1583	609367ba6847556f048b31ddf98e529e622cca26a452adb7faba6e9472f9b00f	25f6b37406e4314cb7018d56e8ae228363bcfee6	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/01_清洗/02_行业参考数据/行业成本基准数据_2026.csv	1360	007ca9f4340bf904570ce0db1355206fd2a9af8d244823205e96db2892beecaf	ef350beeb64d880f85eb0f0cb826354fa4cf898a	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/02_分析输出/产品月度成本指标.csv	8180	97a4fe94065d650a2f682fa35620509635bea04fb93bedf106ace3dfbfd6a6ca	815637125b1cf699c37bf09dc3a3c68060635874	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/02_分析输出/成本波动阈值告警.csv	5	f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295	af0744ae0a655a95ccd696cb1dc27e7f120434b2	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/01_数据/02_分析输出/推荐三场景指标.csv	2123	d9781f3d5b0f82615e904b4822c269e494d2b3dcff4d2beda5f2eeeac189995a	72f0f7423b31f7b9d423a4ed1026e49a74ffd565	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/00_原始/GMP法规核心摘要_2010修订版.pdf	815792	2e599f526df282da063695de31a7007b97c7ff1ad16d7a97c91747f32534a048	8784417862f86a3747aada417cbf7151abf15b4d	先归档后条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/02_知识库/00_原始/产品配方文档_六味地黄胶囊.pdf	436675	281a6829ed15ce1df55d9c13f16fd5052e26276a6d30020520967657431eb4e7	c3dbee4183d86e30ebf81a664374cd21f7d1dda2	先归档后条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/02_知识库/00_原始/产品配方文档_板蓝根颗粒.pdf	386196	5f1dd55e4a388b190fc74c601f0589574bccbfa716a2025ea3e79857dd2eec47	6cb881331b2946475b242f2a87c8af50c5f3c10b	先归档后条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/02_知识库/00_原始/产品配方文档_银黄口服液.pdf	345398	834aa8a81c2938dfb9e6ec28b8743ea0e667c237e06a6609415d97fe3b85b5ad	c492385c261994693223e2dc0f6345824e0db52e	先归档后条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/02_知识库/00_原始/生产工艺文档_中药一厂.pdf	542078	aa7d48f697f2caa2bedf5b16e84a4d4765d3c92a52a619a7a93360764d7d8e00	61bf72f8fe08ed4da40f7a507310f075d6cde3f1	先归档后条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/02_知识库/00_原始/药品生产质量管理规范GMP.pdf	483607	871f86bfaa610bb0db8b84b0f45606019fe889ec437695baf150cbe696cfa102	285e64d709dcf5ee3b8b5c8e50bdf5e969a8cfc4	先归档后条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/02_知识库/00_原始/车间设备清单_中药一厂.pdf	375424	1e3808fc86fece94d3736690f087c218b8e082e6defe869e68bbdfdcdce7e503	c0b768942b42f5abe5ddf7af76776b0effd04580	先归档后条件性去重候选；本轮保留
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/GMP法规核心摘要_2010修订版.md	8717	ad1d200f6e14433ae7cfe290ce81689f32148e968a89480b262160409ec6eb34	d61b654dc4077cf59e02c299a16766daeab4f589	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/产品配方文档_六味地黄胶囊.md	2830	f55293ee4a361d1dec21fc52adc9c3c55d76310a35c5d6b42d1b06a5a9f5807a	694f7d27a2c5b5bbb6cef8c5bfdbbf449b0b35e5	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/产品配方文档_板蓝根颗粒.md	1863	e673b6974f469161be90cef07815eac99b946dbcb2e392c6ae3987bc3382c105	6c6a019b7ff3790a2274c0966acbc7064b5eeaaf	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/产品配方文档_银黄口服液.md	1876	3b7c29199f8389362f1b0ace79b3ea90b5377b662ee1859bbc83ce1767e8f9d5	5d84a26fceda56ac611447c8c6355634345e955f	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/生产工艺文档_中药一厂.md	5711	4e4a6f9c6beca89dbe43be73b4231d763d4a0fa97cd5d1c6e535f6b19c6b9884	3edf65b0ff42dba175a6a45c0f061c57d7efe12f	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/药品生产质量管理规范GMP.md	103512	654c7c464286bdeb7c45ce9a8567f505351a99a6b6e7c17157bf13cf08b3acb5	e45ec0a9b8fb328ad05f63929d3509e90cc6cf61	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/01_解析/车间设备清单_中药一厂.md	4320	453c18791161a85eb0243c1cff880bf21236302ed7e8aedc41b961603922e8de	bff3fd29d2a045e937b0065a6813d85b25608e69	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/GMP法规核心摘要_2010修订版.md	8717	ad1d200f6e14433ae7cfe290ce81689f32148e968a89480b262160409ec6eb34	d61b654dc4077cf59e02c299a16766daeab4f589	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/产品配方文档_六味地黄胶囊.md	2706	90f130bdf556a29fc396ff46a9e03e1787ad420be7900a7ef416f3d36d177ba1	1a960bf870d8c3fc6020f439b6e2b0a294d1e2b5	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/产品配方文档_板蓝根颗粒.md	1785	dd61f58b2bff64b6fd7de32f8968944e07ae48228742a70a0c579d2ba269880b	9f9dbf95794b677ba11170392ffb1d066d3b0f7a	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/产品配方文档_银黄口服液.md	1868	9281fef3b2ffb8534314af230fc01141ff625ff5608fe5b9da9aaf51361aa9bd	c5ba617ba8850f9d7a2a6672845c2d68fa2d797f	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/生产工艺文档_中药一厂.md	5227	14ccb01000a03a811bf79d1ae48fd95667bf44eacd67464d1158cd4fe0f77b52	96ddae20dd347e89dbfcf1300f53414c6ffc2f49	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/药品生产质量管理规范GMP.md	97662	1aa4d8dbdb3f7a5169e4ec6df6687b70569b8f48b7711bb5915488d5f1ea72c6	027dc42fbba5022efa12f9ede8d9d2136f1db081	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/02_清洗/车间设备清单_中药一厂.md	3871	509d0a3d821449c0e20ea9d36b5666210d4b82fced400840b1cfde7e3d7565b6	8ef2284b19bde7ef798c84af149fdfffb470b3e5	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/03_索引/chunks.jsonl	177561	3dd6f4e4db56e368e9cf5cd641bbe27a1519e007544b1cdda7bd2a0c13c8d124	2d6b3f2ab14bad3f25c3b9661bad84547529989b	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/03_索引/corpus_build_summary.json	199	7431c462d31a97d6a63c9e12d993dcc4c454e94759d7070139a1954dc345b5eb	fcda005e43b67b005573057105b02062c577c3bb	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/02_知识库/03_索引/document_manifest.csv	2109	244fd00215fff0b05078293deae0f5d6ccbfdaa088010c23a59cb473be24e76f	acde6959a0b7e19078f2b4ee34e6cf1f0379cbe2	只建议归档标注；不建议直接删除
药衡智析_增量源码交接/public_source_candidate/05_原型/.env.example	1773	289a27231f6dd395063f28befd134699edc22e90d146d0b661999b58425e1b34	b5f97f0d04d02b537f75bfd587920be2ebe599f4	保留当前源码/文档/合同/测试/凭据；补导航即可
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/NotoSansSC-Bold.ttf	10585792	b18fde7357824cd519a3e23867b8589570b8c5e7e390fb69054d593378bd88c1	1df0eb53e83c5d242eeee2465b822e3e223f9307	保留；不因体积大删除
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/NotoSansSC-Regular.ttf	10596272	a65cec69005de5be50d37dec94c16e698e88666b5fd195dc8e12eb030caaedfc	2448791c35eb6e9e51a02961528d3a5a54b58065	保留；不因体积大删除
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/OFL.txt	4301	6a73f9541c2de74158c0e7cf6b0a58ef774f5a780bf191f2d7ec9cc53efe2bf2	d952d62c065f3f35fb83a173496e90b21525aef3	保留；不因体积大删除
药衡智析_增量源码交接/public_source_candidate/05_原型/assets/fonts/manifest.json	546	1a69b57cecc757e1612d794616029c075ea14dd9be4262e00ce1da106e5c5ab6	bec5c1d760835d3fa2280963caca53a41e0ea20a	保留；不因体积大删除
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/__init__.py	58	9447b26e6e20c21b3b8ee027c229d69ba89584ecc6c4a2afcacf875a1fd56e41	899951da4eed96034dac0cf51e5a558e4a9c582c	保留当前源码/文档/合同/测试/凭据；补导航即可
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/actions.py	17483	aadde5108376cd1553ac7b61f7030fb761f0e93f3d34e02b6644a82792aa084b	f809a92d92fb3d21a30eb22e80c1d78e40ccb7ca	保留当前源码/文档/合同/测试/凭据；补导航即可
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/api.py	19292	839537c90ceb9a3ade19e5eb89adfb5c61af67e8aa89e4386cc3b69e81b164ff	cd91f8bc0550dea5ff240ed7760a82f2d616fafe	保留当前源码/文档/合同/测试/凭据；补导航即可
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/config.py	1119	eb894fb0816348aef081ab404ef5295fb06dd87b329f88a529a86184f80c7133	05b715a2245b68e2f2ae610f438e74fd4ae0a7e3	保留当前源码/文档/合同/测试/凭据；补导航即可
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/context_services.py	6464	c5da5eeb2735fa729fefe746ac18e528ef94dbe8746053717349250f79b668c0	1c1d70cc2c68c3ca20a40cde01d8c1486cf886fd	保留当前源码/文档/合同/测试/凭据；补导航即可
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/decision.py	9500	cbaa32f8383422d0ad9d080ea44b76d43bd2f30b073676e966d7bdf9fd9df5d0	80160bcc00a4628f0ec904029305ffa115477e8b	保留当前源码/文档/合同/测试/凭据；补导航即可
药衡智析_增量源码交接/public_source_candidate/05_原型/backend/pharma/forecasting.py	6378	40f8fd9b6ef26eb09faca6be270a0b5b39fbcb8ac53d8fc2e455446beb64118c	0b9f01cfb739f12567ec382e5b9e3439c016dd9f	保留当前源码/文档/合同/测试/凭据；补导航即可
